"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ATP5C1",3.12631088406481e-13,0.44809899531953,0.839,0.524,6.45833302430108e-09,"0","ATP5C1"
"HMGCL",3.77887012647582e-13,1.28364595097696,0.28,0.083,7.80638990727375e-09,"0","HMGCL"
"CA12",3.89606987379741e-13,0.793268370052943,0.351,0.121,8.0485011452907e-09,"0","CA12"
"TF",4.01740971448475e-13,1.66739156070866,0.204,0.047,8.2991649881826e-09,"0","TF"
"NDUFB11",4.10705262303843e-13,0.479337333523374,0.896,0.582,8.48434930867279e-09,"0","NDUFB11"
"HAGH",5.33573992342223e-13,0.665068836304527,0.336,0.113,1.10225715338056e-08,"0","HAGH"
"ALCAM",5.58341279085659e-13,1.04744625104038,0.37,0.136,1.15342141433515e-08,"0","ALCAM"
"ABHD14B",5.67952154374412e-13,1.02874879239553,0.427,0.17,1.17327556050666e-08,"0","ABHD14B"
"ARG2",5.87821554054056e-13,1.17842649052374,0.256,0.072,1.21432176636487e-08,"0","ARG2"
"PPA1",5.96257028035783e-13,0.348237159075487,0.82,0.49,1.23174776851632e-08,"0","PPA1"
"RPS15A",6.63388847433587e-13,0.359084287122856,0.991,0.934,1.3704286810283e-08,"0","RPS15A"
"SPTSSB",7.10822518168773e-13,1.01706159396808,0.27,0.08,1.46841715803305e-08,"0","SPTSSB"
"ATP6V1F",7.83018012494701e-13,0.470587699300346,0.853,0.528,1.61755861021155e-08,"0","ATP6V1F"
"IGFBP4",7.99294971145753e-13,0.859862977532637,0.374,0.141,1.6511835513929e-08,"0","IGFBP4"
"TSC22D1",8.01976002277506e-13,0.532429350716771,0.82,0.474,1.65672202550487e-08,"0","TSC22D1"
"COX4I1",8.12303724154463e-13,0.444843634376483,0.981,0.802,1.67805703335829e-08,"0","COX4I1"
"RPS2",8.19661165977059e-13,0.31966073895707,1,0.958,1.69325603667541e-08,"0","RPS2"
"NINJ1",8.33287820412427e-13,0.552527426420677,0.545,0.248,1.72140597940799e-08,"0","NINJ1"
"ASPH",8.41270592213054e-13,0.652907261970821,0.502,0.225,1.73789678939373e-08,"0","ASPH"
"JUN",9.26097573002553e-13,0.380502030450226,0.896,0.535,1.91313236630867e-08,"0","JUN"
"ADRB2",1.02845754169077e-12,1.28741913351612,0.299,0.098,2.12458758962479e-08,"0","ADRB2"
"SIGIRR",1.02881850010864e-12,0.640855919704785,0.332,0.11,2.12533325752442e-08,"0","SIGIRR"
"RPS28",1.04336250272938e-12,0.321289570767542,0.995,0.973,2.15537825813836e-08,"0","RPS28"
"IDH2",1.08049710974616e-12,0.218636617238083,0.474,0.195,2.23209092931362e-08,"0","IDH2"
"NME4",1.13039927417858e-12,1.10657734600434,0.427,0.176,2.33517882059811e-08,"0","NME4"
"BRI3",1.15392071983013e-12,0.337100626122471,0.81,0.478,2.38376942302507e-08,"0","BRI3"
"BARX2",1.18598424823924e-12,0.545827828858642,0.498,0.225,2.45000626001263e-08,"0","BARX2"
"SYTL1",1.22301240411071e-12,0.485701721942376,0.673,0.349,2.52649902441191e-08,"0","SYTL1"
"FBP1",1.28398101935607e-12,1.08756353657978,0.199,0.045,2.65244798978576e-08,"0","FBP1"
"ATP5G2",1.32512103000007e-12,0.447926153787479,0.967,0.75,2.73743502377414e-08,"0","ATP5G2"
"NDUFA5",1.38486205558582e-12,0.414974016462504,0.711,0.383,2.86084803442918e-08,"0","NDUFA5"
"FAM200B",1.57177536212748e-12,0.897805857370555,0.517,0.239,3.24697354308294e-08,"0","FAM200B"
"RPL18",1.5742521360676e-12,0.332660187425713,1,0.951,3.25209006268845e-08,"0","RPL18"
"SERPINF1",1.57861306864593e-12,0.392164530671112,0.754,0.361,3.26109887720877e-08,"0","SERPINF1"
"GADD45A",1.5859471285768e-12,0.861052755489056,0.346,0.122,3.27624957821395e-08,"0","GADD45A"
"EPB41L4A-AS1",1.68666257334599e-12,0.640646017206508,0.668,0.364,3.48430754401814e-08,"0","EPB41L4A-AS1"
"AGPAT2",1.68732415477973e-12,0.659011273338501,0.455,0.187,3.48567423894396e-08,"0","AGPAT2"
"NDUFB10",1.74428990576713e-12,0.462684392315074,0.848,0.501,3.60335408733373e-08,"0","NDUFB10"
"IFT172",1.74624830892749e-12,1.80185012362128,0.204,0.049,3.6073997565824e-08,"0","IFT172"
"BOLA3",2.0162117732252e-12,0.476469568610323,0.555,0.259,4.16509028112861e-08,"0","BOLA3"
"COX7C",2.02500086440338e-12,0.387580120702418,0.981,0.829,4.1832467856845e-08,"0","COX7C"
"NENF",2.10809893812757e-12,0.574662819904331,0.716,0.384,4.35491078638394e-08,"0","NENF"
"ECH1",2.79572856918682e-12,0.502808763001843,0.682,0.355,5.77541607822613e-08,"0","ECH1"
"POLD4",2.95819223633555e-12,0.725107941412469,0.284,0.09,6.11103352182198e-08,"0","POLD4"
"MRPL36",3.14170795999514e-12,0.684972862302232,0.526,0.251,6.49014030375797e-08,"0","MRPL36"
"RPS4Y1",3.15578065765563e-12,0.504808412301781,0.981,0.697,6.519211682585e-08,"0","RPS4Y1"
"DDRGK1",3.50627628737875e-12,0.702143103959962,0.483,0.216,7.24326555446702e-08,"0","DDRGK1"
"UQCR10",3.50739063285380e-12,0.348391149473929,0.929,0.672,7.24556756934939e-08,"0","UQCR10"
"FOXC1",3.7642205019306e-12,1.04704500985187,0.46,0.201,7.77612671288823e-08,"0","FOXC1"
"MUC1",3.84029231056507e-12,0.93233339588415,0.379,0.147,7.93327585516531e-08,"0","MUC1"
"MEIS2",3.94720442532501e-12,0.979850627091339,0.469,0.221,8.15413490183641e-08,"0","MEIS2"
"TUFM",3.99457096452811e-12,0.591875401272924,0.72,0.41,8.25198469852217e-08,"0","TUFM"
"RPL13A",4.36471950041444e-12,0.273727116702143,0.991,0.962,9.01663754395614e-08,"0","RPL13A"
"MRPL16",4.41912403819738e-12,0.770797800049569,0.412,0.168,9.12902643810814e-08,"0","MRPL16"
"UBAC1",4.82323699865571e-12,0.701580921178637,0.517,0.239,9.96384299182296e-08,"0","UBAC1"
"TP53I11",5.23908070311391e-12,1.50833526322451,0.284,0.094,1.08228929164927e-07,"0","TP53I11"
"SLC1A5",5.63870624297028e-12,0.622512227079074,0.536,0.251,1.1648439356728e-07,"0","SLC1A5"
"MRPL34",6.30072184799685e-12,0.546471074750806,0.635,0.323,1.30160311935919e-07,"0","MRPL34"
"TRIP6",6.67392781218508e-12,0.792430385677688,0.545,0.252,1.37870000744119e-07,"0","TRIP6"
"TMED3",6.95798719486009e-12,0.292891079775449,0.592,0.277,1.4373809947142e-07,"0","TMED3"
"NUDT4",7.34748738716032e-12,0.828568603730928,0.464,0.204,1.51784394443958e-07,"0","NUDT4"
"SLC39A2",7.63749130303841e-12,1.66626258688736,0.118,0.015,1.57775295338167e-07,"0","SLC39A2"
"FUCA1",7.66298317206165e-12,1.25389638228778,0.332,0.121,1.5830190636845e-07,"0","FUCA1"
"RPL36",7.72555043893941e-12,0.299007275263484,1,0.962,1.5959442096761e-07,"0","RPL36"
"UAP1",7.87243080847607e-12,1.09435179697397,0.242,0.072,1.62628675641499e-07,"0","UAP1"
"ALG1L",7.9553054189147e-12,2.25933311348803,0.109,0.012,1.6434069934394e-07,"0","ALG1L"
"CYB5R1",8.02684868169942e-12,0.817416667604929,0.341,0.126,1.65818640066547e-07,"0","CYB5R1"
"RPS21",8.03565569797087e-12,0.316812650948122,0.995,0.92,1.66000575408682e-07,"0","RPS21"
"PRDX5",8.33509977604915e-12,0.475088458003966,0.957,0.685,1.72186491173623e-07,"0","PRDX5"
"CXADR",8.41185742010023e-12,0.895049465743864,0.37,0.142,1.73772150584431e-07,"0","CXADR"
"MRPS33",8.49928927726749e-12,0.583704421477832,0.607,0.313,1.75578317889792e-07,"0","MRPS33"
"RPL3",8.59057618415265e-12,0.341085669625909,1,0.957,1.77464122812225e-07,"0","RPL3"
"MRPL12",8.74530723246942e-12,0.516916073977237,0.488,0.224,1.80660556808353e-07,"0","MRPL12"
"GTF2A2",8.76222344807064e-12,0.365701131431274,0.687,0.355,1.81010011990243e-07,"0","GTF2A2"
"SDHD",9.06916010077227e-12,0.453533708860912,0.754,0.431,1.87350709361754e-07,"0","SDHD"
"FAM213A",9.80939772850232e-12,0.446530071889135,0.782,0.441,2.02642538275401e-07,"0","FAM213A"
"ANKRD9",1.00835324912578e-11,1.3596259057822,0.303,0.106,2.08305614204404e-07,"0","ANKRD9"
"ATP1B1",1.01186902118291e-11,0.275495002742589,0.716,0.391,2.09031902395966e-07,"0","ATP1B1"
"PTPRF",1.02782001930082e-11,0.799563532826022,0.408,0.171,2.12327059587163e-07,"0","PTPRF"
"GNA15",1.0608566706709e-11,0.555884879981049,0.275,0.087,2.19151771027195e-07,"0","GNA15"
"LAPTM4A",1.06397059045464e-11,0.40847620446144,0.896,0.529,2.1979504457612e-07,"0","LAPTM4A"
"PNKD",1.10913494742659e-11,0.476728718610214,0.706,0.385,2.29125097439385e-07,"0","PNKD"
"SMDT1",1.12177635146263e-11,0.340522144337704,0.896,0.551,2.31736558685151e-07,"0","SMDT1"
"TMEM261",1.14259930457936e-11,0.492926532482959,0.678,0.349,2.36038164340003e-07,"0","TMEM261"
"MRPL21",1.14266477975268e-11,0.429894433508225,0.616,0.315,2.36051690201308e-07,"0","MRPL21"
"C14orf119",1.19098379478354e-11,0.838137635345299,0.46,0.202,2.46033432326383e-07,"0","C14orf119"
"RHOBTB3",1.24844636114185e-11,0.974253543447777,0.147,0.026,2.57904049284684e-07,"0","RHOBTB3"
"LINC00493",1.29539367813508e-11,0.309464872700649,0.806,0.45,2.67602426029144e-07,"0","LINC00493"
"AES",1.31132020165755e-11,0.417313571662774,0.919,0.601,2.70892527258417e-07,"0","AES"
"CD151",1.33377918640069e-11,0.464857284574057,0.607,0.301,2.75532104326655e-07,"0","CD151"
"COX6C",1.38463273125115e-11,0.341704993181141,0.986,0.763,2.86037429621862e-07,"0","COX6C"
"C2CD4B",1.50458670421512e-11,2.53819788543079,0.095,0.008,3.10817521356759e-07,"0","C2CD4B"
"RPS6",1.66026116866203e-11,0.308327656404978,1,0.969,3.42976752222202e-07,"0","RPS6"
"PYCARD",1.75359048180662e-11,0.353055096304261,0.744,0.415,3.62256721731611e-07,"0","PYCARD"
"METRN",1.82911150321729e-11,0.906200827415984,0.313,0.111,3.77857854334628e-07,"0","METRN"
"RAMP1",1.89683157937596e-11,0.948067130400677,0.336,0.13,3.91847467667487e-07,"0","RAMP1"
"HIST3H2A",1.9111222066622e-11,0.870271719691443,0.261,0.08,3.94799625452277e-07,"0","HIST3H2A"
"S100A13",1.92145191173382e-11,0.37212165254711,0.645,0.33,3.96933535925972e-07,"0","S100A13"
"EGFR",1.92582817704093e-11,0.616679257341612,0.536,0.262,3.97837584813115e-07,"0","EGFR"
"SCNN1G",2.01651222551004e-11,1.25215395007275,0.18,0.041,4.16571095545864e-07,"0","SCNN1G"
"RDH10",2.19050813773237e-11,0.372510435851226,0.284,0.094,4.52515171092753e-07,"0","RDH10"
"ZNF524",2.4202141324202e-11,0.778006982943972,0.308,0.109,4.99967835475366e-07,"0","ZNF524"
"ENDOG",2.45819800107057e-11,0.734603522518002,0.332,0.125,5.07814543061159e-07,"0","ENDOG"
"MRPL54",2.5649815107462e-11,0.80493343479366,0.626,0.341,5.29873880489951e-07,"0","MRPL54"
"COX7B",2.57585067914765e-11,0.393148739186306,0.953,0.689,5.32119233298321e-07,"0","COX7B"
"IRF6",2.68667531658308e-11,0.661473391041212,0.379,0.147,5.55013386899732e-07,"0","IRF6"
"JTB",2.71885514871664e-11,0.491323272730806,0.697,0.383,5.61661096621884e-07,"0","JTB"
"ARL4D",3.03566680448658e-11,0.816743248005757,0.531,0.274,6.27108048470837e-07,"0","ARL4D"
"TMEM213",3.04341454179812e-11,0.587084719782645,0.185,0.043,6.28708576044656e-07,"0","TMEM213"
"RPL22L1",3.11707374004188e-11,0.337893338671647,0.768,0.463,6.43925093217852e-07,"0","RPL22L1"
"MRPS7",3.24241713913249e-11,0.588800761829196,0.46,0.209,6.69818532601991e-07,"0","MRPS7"
"DUT",3.35992705365657e-11,0.385046890823646,0.692,0.399,6.94093730744375e-07,"0","DUT"
"PLLP",3.45587342005703e-11,0.613337633244352,0.46,0.198,7.13914331115382e-07,"0","PLLP"
"VIMP",3.5095456019802e-11,0.224142438554049,0.569,0.262,7.2500193045707e-07,"0","VIMP"
"C11orf1",3.58136487874751e-11,0.625968549624499,0.521,0.244,7.39838356651661e-07,"0","C11orf1"
"MCC",3.61781380187025e-11,1.4157878209537,0.284,0.1,7.47367975190357e-07,"0","MCC"
"ATRAID",3.67224948888921e-11,0.409297811194374,0.763,0.429,7.58613299414733e-07,"0","ATRAID"
"RNASEH2B",3.78090164947431e-11,0.681444497631582,0.374,0.148,7.81058662748403e-07,"0","RNASEH2B"
"RPS7",3.79646812920567e-11,0.339949546271142,1,0.927,7.84274386131307e-07,"0","RPS7"
"SMIM19",3.87643945836591e-11,0.46654208267636,0.668,0.358,8.00794863309229e-07,"0","SMIM19"
"DPM3",4.34234398409342e-11,0.51102044843402,0.569,0.277,8.97041420234018e-07,"0","DPM3"
"PAFAH1B3",4.3428108552386e-11,1.0300161948727,0.351,0.137,8.9713786647519e-07,"0","PAFAH1B3"
"FOS",4.64207827344986e-11,0.477624549440585,0.953,0.68,9.58960529729271e-07,"0","FOS"
"ING4",4.72634724213593e-11,0.385111899676272,0.303,0.103,9.76368813280442e-07,"0","ING4"
"RNF181",4.74274777633827e-11,0.356982919739014,0.635,0.328,9.79756835635959e-07,"0","RNF181"
"BBOX1",4.96486422082635e-11,0.489400962266711,0.199,0.052,1.02564165073831e-06,"0","BBOX1"
"DGCR6L",5.15697906651194e-11,0.854748758118604,0.431,0.189,1.06532873556004e-06,"0","DGCR6L"
"EIF2B5",5.16718209129464e-11,1.71341614503968,0.209,0.058,1.06743647641965e-06,"0","EIF2B5"
"EIF3K",5.23121491579628e-11,0.432546977577056,0.934,0.669,1.0806643773052e-06,"0","EIF3K"
"RP11-676J12.6",5.25045463940876e-11,1.44409575757519,0.199,0.053,1.08463891940906e-06,"0","RP11-676J12.6"
"ILF2",5.41030878850321e-11,0.580011427283431,0.559,0.28,1.11766158952899e-06,"0","ILF2"
"CHCHD1",5.59591783352576e-11,0.280093739620724,0.645,0.347,1.15600470604975e-06,"0","CHCHD1"
"TRAPPC12",5.76677089966941e-11,0.750301640739025,0.299,0.106,1.19129953245371e-06,"0","TRAPPC12"
"VEGFB",5.77100292599378e-11,0.487645929788039,0.474,0.224,1.1921737844518e-06,"0","VEGFB"
"CHCHD6",5.83094856941893e-11,0.994058965563034,0.318,0.118,1.20455735547056e-06,"0","CHCHD6"
"BZW2",5.99896999618072e-11,0.505345284572196,0.327,0.119,1.23926722181101e-06,"0","BZW2"
"ZNF385A",6.14548671953782e-11,0.433023470273759,0.313,0.113,1.26953464652212e-06,"0","ZNF385A"
"SPCS1",6.47153200253775e-11,0.347929523140067,0.872,0.51,1.33688908108425e-06,"0","SPCS1"
"EIF3F",6.52422198451115e-11,0.453614270298395,0.858,0.541,1.34777377756031e-06,"0","EIF3F"
"CYSTM1",6.64291846247991e-11,0.317183889162021,0.559,0.275,1.3722940959791e-06,"0","CYSTM1"
"TMEM14C",6.78622244006561e-11,0.444763487058015,0.773,0.431,1.40189783166875e-06,"0","TMEM14C"
"C7orf50",6.81716132518621e-11,0.68355634692298,0.436,0.19,1.40828918655697e-06,"0","C7orf50"
"PGLS",6.87367109187068e-11,0.403827676501467,0.664,0.366,1.41996297415864e-06,"0","PGLS"
"NDUFAB1",6.96351593847105e-11,0.318434581788061,0.834,0.488,1.43852312256935e-06,"0","NDUFAB1"
"GINM1",7.12326910892393e-11,1.00491004482832,0.417,0.182,1.47152493252151e-06,"0","GINM1"
"RNF7",7.61677178111181e-11,0.376843833975046,0.829,0.521,1.57347271454208e-06,"0","RNF7"
"NDUFA13",7.8940788606053e-11,0.38824461311231,0.91,0.604,1.63075881102384e-06,"0","NDUFA13"
"PTGES2",8.59913741091921e-11,0.587156910861789,0.322,0.119,1.77640980634769e-06,"0","PTGES2"
"TMEM50A",8.73329314710781e-11,0.380761425823216,0.654,0.358,1.80412369832953e-06,"0","TMEM50A"
"NIT2",9.0198548474199e-11,0.638418984868699,0.374,0.157,1.86332161438e-06,"0","NIT2"
"CD46",9.24282024031151e-11,0.498618057606447,0.526,0.261,1.90938180524355e-06,"0","CD46"
"CLEC2B",9.55819782421669e-11,0.680715545226813,0.37,0.152,1.97453250652668e-06,"0","CLEC2B"
"BCAT2",9.61997254095891e-11,1.09945396313555,0.227,0.068,1.98729392751129e-06,"0","BCAT2"
"C5orf66-AS1",1.00867517390354e-10,0.832859969148498,0.403,0.171,2.08372117424993e-06,"0","C5orf66-AS1"
"TRIM7",1.01094586392142e-10,0.953587120095529,0.227,0.069,2.08841196568888e-06,"0","TRIM7"
"RPL19",1.0286463605398e-10,0.275407577804445,1,0.969,2.12497765160311e-06,"0","RPL19"
"GCNT3",1.08630430010538e-10,0.885306644961041,0.152,0.031,2.24408742315769e-06,"0","GCNT3"
"ZDHHC12",1.09344385902995e-10,0.600206847314359,0.403,0.174,2.25883632398406e-06,"0","ZDHHC12"
"PKM",1.14718467338935e-10,0.396169988859747,0.905,0.619,2.36985409828772e-06,"0","PKM"
"RNF5",1.16492712503199e-10,0.672068768924784,0.389,0.164,2.40650645489109e-06,"0","RNF5"
"PLP2",1.17647853184505e-10,0.421993916756531,0.882,0.558,2.4303693510855e-06,"0","PLP2"
"COX6B1",1.23780987311698e-10,0.383985904923706,0.953,0.733,2.55706763588505e-06,"0","COX6B1"
"TUBB4B",1.25037918424439e-10,0.402512992917973,0.806,0.513,2.58303331881207e-06,"0","TUBB4B"
"PDZK1IP1",1.25772800190559e-10,0.723285892533303,0.318,0.123,2.59821450633656e-06,"0","PDZK1IP1"
"OXA1L",1.30046707804803e-10,0.748089940335754,0.427,0.191,2.68650488983161e-06,"0","OXA1L"
"GRN",1.31811354954861e-10,0.175782572474495,0.739,0.417,2.72295897065751e-06,"0","GRN"
"COQ10B",1.35401570173882e-10,1.35374868079706,0.194,0.052,2.79712563665206e-06,"0","COQ10B"
"PTRHD1",1.35437149594945e-10,0.29530858344306,0.607,0.323,2.79786063633238e-06,"0","PTRHD1"
"NDUFB9",1.39713651745496e-10,0.429626209538101,0.791,0.471,2.88620461775845e-06,"0","NDUFB9"
"DCTPP1",1.39956440023072e-10,0.564111054147216,0.46,0.205,2.89122013799662e-06,"0","DCTPP1"
"APEX1",1.40613614034691e-10,0.53443076915928,0.654,0.355,2.90479603872865e-06,"0","APEX1"
"COX14",1.49800015768291e-10,0.246153385710443,0.697,0.38,3.09456872574136e-06,"0","COX14"
"SDHA",1.51775278000237e-10,0.479099372248536,0.351,0.138,3.13537369292891e-06,"0","SDHA"
"UFC1",1.68971435563151e-10,0.365457611652682,0.692,0.393,3.49061191586357e-06,"0","UFC1"
"C8orf22",1.71794209234072e-10,4.11873070874316,0.062,0.001,3.54892477435746e-06,"0","C8orf22"
"PSMB7",1.73061424339559e-10,0.486915919280443,0.616,0.33,3.57510290400661e-06,"0","PSMB7"
"UQCRC1",1.77859076091942e-10,0.507888714679019,0.545,0.28,3.67421279390735e-06,"0","UQCRC1"
"STOML2",1.84122062627068e-10,0.433324743645162,0.578,0.297,3.80359356974996e-06,"0","STOML2"
"UQCRB",1.87400754085307e-10,0.33737307050448,0.981,0.802,3.87132477789427e-06,"0","UQCRB"
"TOMM40",1.87424953529008e-10,0.368659748694094,0.336,0.128,3.87182469000224e-06,"0","TOMM40"
"DSG2",1.89089632844382e-10,0.747847376410571,0.332,0.126,3.90621363529923e-06,"0","DSG2"
"LINC00475",1.93043529550897e-10,1.60600043427053,0.104,0.014,3.98789323346242e-06,"0","LINC00475"
"NDUFB8",1.97601283862148e-10,0.390323221325278,0.834,0.526,4.08204732202426e-06,"0","NDUFB8"
"SSR4",1.98080805477911e-10,0.38347499293997,0.924,0.634,4.09195327956269e-06,"0","SSR4"
"CTNNB1",1.98496282459959e-10,0.849724566851557,0.445,0.21,4.10053620305784e-06,"0","CTNNB1"
"RUNX2",2.13919455158364e-10,1.0324849725051,0.223,0.068,4.41914810466148e-06,"0","RUNX2"
"NDUFV1",2.15174873084473e-10,0.476936301352458,0.512,0.254,4.44508252817905e-06,"0","NDUFV1"
"RTN3",2.15351156998529e-10,0.228602802952194,0.464,0.205,4.44872420127562e-06,"0","RTN3"
"ETFB",2.36097947993461e-10,0.450504731458768,0.773,0.448,4.87731140964893e-06,"0","ETFB"
"ZFP36",2.40626230134141e-10,0.53437587239719,0.711,0.441,4.97085666211108e-06,"0","ZFP36"
"OCIAD2",2.55368118033413e-10,0.312210195418231,0.682,0.392,5.27539458233424e-06,"0","OCIAD2"
"C19orf70",2.62954831690974e-10,0.493852065097288,0.768,0.482,5.43212091307214e-06,"0","C19orf70"
"TLR5",2.6581760551324e-10,1.21430120433055,0.142,0.028,5.49126009469251e-06,"0","TLR5"
"BLVRB",2.70545223416674e-10,0.365194896114462,0.853,0.498,5.58892322534164e-06,"0","BLVRB"
"P4HB",2.73148372048238e-10,0.153566962552675,0.754,0.433,5.64269906977249e-06,"0","P4HB"
"PDCD6",2.7509075340879e-10,0.289388921935442,0.682,0.361,5.68282478391879e-06,"0","PDCD6"
"SLC9A3R2",2.8079939033915e-10,0.353121562468297,0.265,0.088,5.80075380562617e-06,"0","SLC9A3R2"
"NDUFA4",2.84095764527863e-10,0.366747936670475,0.957,0.711,5.86885030361659e-06,"0","NDUFA4"
"ATP1A1",2.85384971783588e-10,0.171657434186825,0.616,0.318,5.89548274710536e-06,"0","ATP1A1"
"GMNN",2.90713727585031e-10,0.639225947361152,0.275,0.098,6.00556418445156e-06,"0","GMNN"
"ISOC2",2.9771643343364e-10,0.627068710878903,0.531,0.271,6.15022608187214e-06,"0","ISOC2"
"YPEL5",3.07183724691242e-10,0.472994926113902,0.474,0.224,6.34580138467168e-06,"0","YPEL5"
"LRPAP1",3.40385522167797e-10,0.642807794154372,0.592,0.312,7.03168411694235e-06,"0","LRPAP1"
"P4HTM",3.4337840915859e-10,1.21014799689518,0.246,0.081,7.09351117639816e-06,"0","P4HTM"
"ERP29",3.44466925795764e-10,0.417208687236796,0.82,0.486,7.11599775308888e-06,"0","ERP29"
"ASAH1",3.46708281576809e-10,0.264028834780866,0.564,0.282,7.16229968081372e-06,"0","ASAH1"
"NOXA1",3.75917492911401e-10,1.57081214701231,0.147,0.031,7.76570356856372e-06,"0","NOXA1"
"PPCS",3.88532260055237e-10,0.28145641802662,0.573,0.289,8.02629942822109e-06,"0","PPCS"
"DCTN3",3.98572749319436e-10,0.287370903768937,0.735,0.389,8.23371585544092e-06,"0","DCTN3"
"PPP6C",4.00402022823203e-10,0.650657910391056,0.308,0.113,8.27150498748172e-06,"0","PPP6C"
"SYT17",4.00978145694302e-10,3.15472699878534,0.085,0.008,8.28340653375289e-06,"0","SYT17"
"DDR1",4.11786209767657e-10,0.625352728672481,0.436,0.202,8.50667952138026e-06,"0","DDR1"
"ADAM28",4.15321377670087e-10,1.30495576065976,0.171,0.042,8.57970901990866e-06,"0","ADAM28"
"CEBPB",4.3564454714855e-10,0.182229261414721,0.583,0.286,8.99954505499475e-06,"0","CEBPB"
"XXbac-B135H6.15",4.36592752040014e-10,1.67303877886294,0.18,0.047,9.01913307164261e-06,"0","XXbac-B135H6.15"
"NMRAL1",4.49738777463688e-10,0.726326948897271,0.322,0.13,9.29070366484486e-06,"0","NMRAL1"
"CLTA",4.7174783523499e-10,0.271269628977888,0.863,0.544,9.74536678028443e-06,"0","CLTA"
"MT-CO1",4.90450907549592e-10,0.462554157143145,0.967,0.862,1.01317348481595e-05,"0","MT-CO1"
"CISD1",5.28932443083609e-10,0.49488978273137,0.545,0.284,1.09266864092212e-05,"0","CISD1"
"CDC42EP5",5.62616078148243e-10,0.826449161726589,0.322,0.128,1.16225229423864e-05,"0","CDC42EP5"
"NDUFA12",5.70779685856756e-10,0.38017023081116,0.829,0.507,1.17911667504289e-05,"0","NDUFA12"
"MTSS1",5.7150537948353e-10,0.577280412406941,0.242,0.077,1.18061581293708e-05,"0","MTSS1"
"RPL11",5.82558656693672e-10,0.292588633703976,1,0.965,1.20344967299779e-05,"0","RPL11"
"VDAC3",5.85155507102482e-10,0.337837541476209,0.564,0.299,1.20881424657231e-05,"0","VDAC3"
"RAB25",5.8730223754534e-10,0.144965267028922,0.735,0.402,1.21324896232116e-05,"0","RAB25"
"NCBP2-AS2",5.89858959279674e-10,1.04363522180184,0.384,0.171,1.21853063807995e-05,"0","NCBP2-AS2"
"TP53TG1",6.04646286123096e-10,0.753273863732327,0.588,0.324,1.24907829787309e-05,"0","TP53TG1"
"CUTA",6.06292896463865e-10,0.417583016174641,0.844,0.506,1.25247986551505e-05,"0","CUTA"
"NME3",6.09678126842223e-10,0.426820371467929,0.692,0.384,1.25947307443067e-05,"0","NME3"
"CAMK1D",6.16553177554573e-10,0.619287509603865,0.289,0.11,1.27367555419224e-05,"0","CAMK1D"
"THAP4",6.38265483747422e-10,1.0417327850995,0.265,0.094,1.31852883632542e-05,"0","THAP4"
"PIN4",6.53347377561899e-10,0.228024174272998,0.592,0.299,1.34968501256737e-05,"0","PIN4"
"RASSF7",6.63157603593215e-10,0.817261196276868,0.275,0.099,1.36995097750286e-05,"0","RASSF7"
"MYL6B",6.70566685508326e-10,0.727180554178004,0.488,0.242,1.3852566589231e-05,"0","MYL6B"
